COUNTRY,UNIVERSITY,Approved Major,Specific Major as Listed by University,Deadline Passed as of Jan 3?,,,,
China,University of Hong Kong,Data Science and Engineering,Data Science and Engineering,,,,,
United States,"University of California, Berkeley",Data Science,Data Science,,,,,
United States,University of Michigan - Ann Arbor,Data Science,Data Science,,,,,
United States,Yale University,Statistics and Data Science,Statistics and Data Science,,,,,
Australia,University of Queensland,Bioinformatics,Bioinformatics,,,,,
Canada,University of Toronto,Bioinformatics and Computational Biology,Bioinformatics and Computational Biology,,,,,
China,Zhejiang University,Biomedical Informatics,Biomedical Informatics,,,,,
Italy,Sapienza University of Rome,Bioinformatics,Bioinformatics,,,,,
United States,University of Arizona,"Bioinformatics - Computer Science Emphasis, Bioinformatics - Ecology and Evolutionary Biology Emphasis, Bioinformatics - Systems Biology Emphasis","Bioinformatics - Computer Science Emphasis, Bioinformatics - Ecology and Evolutionary Biology Emphasis, Bioinformatics - Systems Biology Emphasis",,,,,
United States,"University of California, San Diego",Bioinformatics,Bioinformatics,,,,,
United States,"University of Maryland, College Park",Bioinformatics and Computational Biology,Bioinformatics and Computational Biology,,,,,
Canada,University of Toronto,Genome Biology,Genome Biology,,,,,
Italy,Alma Mater Studiorum - University of Bologna,Genomics,Genomics,,,,,
United States,Duke University,Biology (Concentration in Genomics),Biology (Concentration in Genomics),,,,,
United States,Michigan State University,Genomics and Molecular Genetics,Genomics and Molecular Genetics,,,,,
United States,"University of California, Davis",Genetics and Genomics,Genetics and Genomics,,,,,
United States,University of Wisconsin Madison,Genetics and Genomics,Genetics and Genomics,,,,,
Australia,University of Technology Sydney,Forensic Science,Forensic Science,,,,,
Canada,McMaster University,Cognitive Science of Language,Cognitive Science of Language,,,,,
Canada,University of British Columbia,Cognitive Systems,Cognitive Systems,,,,,
Canada,University of Toronto,Cognitive Science,Cognitive Science,,,,,
Denmark,Aarhus University,Cognitive Science,Cognitive Science,,,,,
United States,Carnegie Mellon University,Cognitive Science,Cognitive Science,,,,,
United States,Columbia University,Cognitive Science,Cognitive Science,,,,,
United States,Johns Hopkins University,Cognitive Science,Cognitive Science,,,,,
United States,Massachusetts Institute of Technology,Brain and Cognitive Sciences,Brain and Cognitive Sciences,,,,,
United States,Rice University,Cognitive Sciences,Cognitive Sciences,,,,,
United States,"University of California, Davis",Cognitive Science,Cognitive Science,,,,,
United States,"University of California, Irvine",Cognitive Sciences,Cognitive Sciences,,,,,
United States,"University of California, Los Angeles",Cognitive Science,Cognitive Science,,,,,
United States,"University of California, San Diego",Cognitive Science,Cognitive Science,,,,,
United States,University of Illinois at Urbana Champaign,Brain and Cognitive Science,Brain and Cognitive Science,,,,,
United States,University of Southern California,Cognitive Science,Cognitive Science,,,,,
United States,Vanderbilt University,Cognitive Studies,Cognitive Studies,,,,,
United States,University of Florida,B.Sc. Emergency Medical Services Management,B.Sc. Emergency Medical Services Management,,,,,
China,Hong Kong Polytechnic University,Civil Engineering - Structural and Fire Safety Engineering,Civil Engineering - Structural and Fire Safety Engineering,,,,,
United States,"University of Maryland, College Park",Fire Protection Engineering,Fire Protection Engineering,,,,,
United States,University of Florida,B.Sc. Fire Management,B.Sc. Fire Management,,,,,
